Map,WinGame,WinPistol,AgentsTeam1,AgentsTeam2
Breeze,TeamB,TeamB,"['Kayo', 'Cypher', 'Viper', 'Sova', 'Reyna']","['Sova', 'Cypher', 'Kayo', 'Jett', 'Brimstone']"
Fracture,TeamB,TeamB,"['Brimstone', 'Cypher', 'Jett', 'Raze', 'Breach']","['Brimstone', 'Breach', 'Raze', 'Cypher', 'Sage']"
Breeze,TeamB,TeamB,"['Sova', 'Jett', 'Viper', 'Cypher', 'Reyna']","['Reyna', 'Sova', 'Jett', 'Cypher', 'Viper']"
Pearl,TeamA,TeamB,"['Jett', 'Sova', 'Killjoy', 'Sage', 'Astra']","['Astra', 'Fade', 'Viper', 'Killjoy', 'Jett']"
Bind,TeamA,TeamB,"['Raze', 'Skye', 'Sova', 'Cypher', 'Astra']","['Raze', 'Cypher', 'Viper', 'Sova', 'Brimstone']"
Haven,TeamB,TeamB,"['Sova', 'Reyna', 'Cypher', 'Jett', 'Brimstone']","['Jett', 'Astra', 'Chamber', 'Reyna', 'Fade']"
Icebox,TeamA,TeamB,"['Chamber', 'Jett', 'Reyna', 'Sova', 'Viper']","['Killjoy', 'Jett', 'Reyna', 'Sova', 'Viper']"
Breeze,TeamA,TeamB,"['Kayo', 'Viper', 'Sova', 'Cypher', 'Jett']","['Viper', 'Reyna', 'Jett', 'Sova', 'Cypher']"
Bind,TeamB,TeamB,"['Jett', 'Raze', 'Cypher', 'Fade', 'Brimstone']","['Raze', 'Brimstone', 'Fade', 'Sova', 'Cypher']"
Pearl,TeamB,TeamB,"['Phoenix', 'Killjoy', 'Fade', 'Sage', 'Astra']","['Killjoy', 'Raze', 'Reyna', 'Kayo', 'Astra']"
Haven,TeamB,TeamB,"['Reyna', 'Sova', 'Omen', 'Killjoy', 'Fade']","['Omen', 'Jett', 'Sova', 'Cypher', 'Yoru']"
Icebox,TeamA,TeamA,"['Raze', 'Jett', 'Viper', 'Sova', 'Killjoy']","['Viper', 'Sova', 'Raze', 'Cypher', 'Reyna']"
Ascent,TeamA,TeamB,"['Jett', 'Killjoy', 'Reyna', 'Sova', 'Astra']","['Jett', 'Skye', 'Sova', 'Omen', 'Kayo']"
Breeze,TeamA,TeamB,"['Yoru', 'Sova', 'Viper', 'Neon', 'Cypher']","['Sova', 'Cypher', 'Viper', 'Phoenix', 'Jett']"
Bind,TeamB,TeamB,"['Brimstone', 'Yoru', 'Skye', 'Cypher', 'Sage']","['Phoenix', 'Raze', 'Fade', 'Cypher', 'Brimstone']"
Fracture,TeamB,TeamB,"['Breach', 'Kayo', 'Killjoy', 'Jett', 'Brimstone']","['Kayo', 'Breach', 'Cypher', 'Brimstone', 'Raze']"
Haven,TeamA,TeamB,"['Phoenix', 'Killjoy', 'Omen', 'Sova', 'Jett']","['Jett', 'Astra', 'Cypher', 'Sova', 'Fade']"
Breeze,TeamA,TeamB,"['Chamber', 'Jett', 'Kayo', 'Viper', 'Sova']","['Sova', 'Chamber', 'Viper', 'Reyna', 'Jett']"
Icebox,TeamA,TeamB,"['Raze', 'Viper', 'Fade', 'Chamber', 'Sova']","['Chamber', 'Jett', 'Reyna', 'Sova', 'Viper']"
Breeze,TeamA,TeamB,"['Sova', 'Jett', 'Chamber', 'Viper', 'Harbor']","['Viper', 'Jett', 'Kayo', 'Chamber', 'Sova']"
Ascent,TeamB,TeamB,"['Kayo', 'Astra', 'Jett', 'Reyna', 'Chamber']","['Jett', 'Chamber', 'Kayo', 'Fade', 'Omen']"
Haven,TeamB,TeamB,"['Sova', 'Jett', 'Raze', 'Brimstone', 'Chamber']","['Phoenix', 'Chamber', 'Reyna', 'Sova', 'Brimstone']"
Bind,TeamA,TeamB,"['Chamber', 'Brimstone', 'Phoenix', 'Fade', 'Raze']","['Chamber', 'Fade', 'Raze', 'Cypher', 'Omen']"
Haven,TeamA,TeamB,"['Chamber', 'Astra', 'Fade', 'Cypher', 'Skye']","['Fade', 'Astra', 'Chamber', 'Killjoy', 'Phoenix']"
Breeze,TeamA,TeamB,"['Chamber', 'Viper', 'Kayo', 'Jett', 'Fade']","['Chamber', 'Neon', 'Kayo', 'Viper', 'Sova']"
Ascent,TeamA,TeamB,"['Jett', 'Phoenix', 'Sova', 'Chamber', 'Omen']","['Brimstone', 'Reyna', 'Sova', 'Jett', 'Chamber']"
Pearl,TeamA,TeamB,"['Chamber', 'Kayo', 'Astra', 'Neon', 'Fade']","['Astra', 'Chamber', 'Kayo', 'Neon', 'Fade']"
Bind,TeamB,TeamB,"['Raze', 'Fade', 'Reyna', 'Chamber', 'Brimstone']","['Chamber', 'Astra', 'Skye', 'Raze', 'Fade']"
Fracture,TeamA,TeamB,"['Raze', 'Chamber', 'Fade', 'Breach', 'Brimstone']","['Omen', 'Kayo', 'Jett', 'Chamber', 'Breach']"
Icebox,TeamB,TeamB,"['Viper', 'Sage', 'Chamber', 'Jett', 'Sova']","['Reyna', 'Sova', 'Viper', 'Raze', 'Kayo']"
Fracture,TeamA,TeamB,"['Brimstone', 'Raze', 'Cypher', 'Jett', 'Breach']","['Brimstone', 'Chamber', 'Breach', 'Sage', 'Raze']"
Icebox,TeamA,TeamB,"['Sova', 'Viper', 'Kayo', 'Jett', 'Killjoy']","['Jett', 'Killjoy', 'Viper', 'Sova', 'Reyna']"
Pearl,TeamA,TeamB,"['Reyna', 'Chamber', 'Jett', 'Astra', 'Fade']","['Phoenix', 'Cypher', 'Brimstone', 'Killjoy', 'Sova']"
Ascent,TeamB,TeamB,"['Neon', 'Raze', 'Cypher', 'Omen', 'Sova']","['Omen', 'Jett', 'Killjoy', 'Sova', 'Sage']"
Breeze,TeamB,TeamB,"['Viper', 'Sova', 'Kayo', 'Cypher', 'Jett']","['Viper', 'Sova', 'Kayo', 'Jett', 'Cypher']"
Bind,TeamB,TeamB,"['Skye', 'Jett', 'Raze', 'Viper', 'Brimstone']","['Reyna', 'Killjoy', 'Raze', 'Skye', 'Brimstone']"
Ascent,TeamA,TeamB,"['Sova', 'Reyna', 'Killjoy', 'Jett', 'Omen']","['Kayo', 'Omen', 'Sova', 'Killjoy', 'Jett']"
Fracture,TeamA,TeamB,"['Raze', 'Reyna', 'Breach', 'Fade', 'Brimstone']","['Killjoy', 'Breach', 'Brimstone', 'Jett', 'Raze']"
Haven,TeamA,TeamB,"['Jett', 'Omen', 'Kayo', 'Sova', 'Killjoy']","['Fade', 'Reyna', 'Sova', 'Omen', 'Cypher']"
Pearl,TeamB,TeamB,"['Astra', 'Reyna', 'Fade', 'Killjoy', 'Kayo']","['Kayo', 'Astra', 'Fade', 'Jett', 'Killjoy']"
Breeze,TeamA,TeamB,"['Jett', 'Cypher', 'Viper', 'Kayo', 'Sova']","['Jett', 'Cypher', 'Viper', 'Sova', 'Skye']"
Breeze,TeamB,TeamB,"['Reyna', 'Viper', 'Cypher', 'Sova', 'Jett']","['Jett', 'Sova', 'Viper', 'Kayo', 'Cypher']"
Bind,TeamA,TeamB,"['Raze', 'Kayo', 'Brimstone', 'Cypher', 'Fade']","['Reyna', 'Skye', 'Raze', 'Cypher', 'Brimstone']"
Bind,TeamA,TeamB,"['Brimstone', 'Sova', 'Raze', 'Cypher', 'Skye']","['Brimstone', 'Jett', 'Cypher', 'Fade', 'Raze']"
Fracture,TeamA,TeamB,"['Breach', 'Brimstone', 'Raze', 'Cypher', 'Sage']","['Brimstone', 'Jett', 'Breach', 'Raze', 'Cypher']"
Icebox,TeamB,TeamB,"['Viper', 'Reyna', 'Killjoy', 'Jett', 'Sova']","['Jett', 'Reyna', 'Killjoy', 'Viper', 'Sova']"
Pearl,TeamB,TeamB,"['Astra', 'Fade', 'Yoru', 'Reyna', 'Cypher']","['Jett', 'Cypher', 'Fade', 'Astra', 'Viper']"
Ascent,TeamA,TeamB,"['Sova', 'Jett', 'Kayo', 'Killjoy', 'Omen']","['Brimstone', 'Yoru', 'Reyna', 'Sova', 'Killjoy']"
Icebox,TeamB,TeamB,"['Reyna', 'Sova', 'Viper', 'Chamber', 'Jett']","['Jett', 'Reyna', 'Viper', 'Sova', 'Killjoy']"
Breeze,TeamA,TeamB,"['Jett', 'Cypher', 'Kayo', 'Sova', 'Viper']","['Reyna', 'Jett', 'Kayo', 'Viper', 'Cypher']"
Pearl,TeamA,TeamB,"['Jett', 'Raze', 'Astra', 'Sova', 'Cypher']","['Astra', 'Fade', 'Yoru', 'Phoenix', 'Breach']"
Ascent,TeamA,TeamB,"['Omen', 'Kayo', 'Jett', 'Sova', 'Cypher']","['Brimstone', 'Jett', 'Killjoy', 'Sova', 'Phoenix']"
Bind,TeamB,TeamB,"['Brimstone', 'Skye', 'Cypher', 'Yoru', 'Raze']","['Reyna', 'Brimstone', 'Skye', 'Raze', 'Sage']"
Breeze,TeamA,TeamB,"['Jett', 'Sova', 'Yoru', 'Viper', 'Cypher']","['Viper', 'Jett', 'Yoru', 'Sova', 'Cypher']"
Haven,TeamA,TeamB,"['Jett', 'Killjoy', 'Reyna', 'Omen', 'Sova']","['Raze', 'Omen', 'Jett', 'Yoru', 'Skye']"
Breeze,TeamA,TeamB,"['Sova', 'Cypher', 'Reyna', 'Jett', 'Viper']","['Harbor', 'Jett', 'Reyna', 'Cypher', 'Sova']"
Ascent,TeamA,TeamB,"['Sage', 'Omen', 'Phoenix', 'Jett', 'Cypher']","['Jett', 'Killjoy', 'Omen', 'Fade', 'Reyna']"
Icebox,TeamA,TeamB,"['Jett', 'Sova', 'Reyna', 'Viper', 'Sage']","['Viper', 'Killjoy', 'Jett', 'Reyna', 'Sova']"
Pearl,TeamB,TeamB,"['Cypher', 'Astra', 'Kayo', 'Raze', 'Fade']","['Fade', 'Phoenix', 'Cypher', 'Astra', 'Jett']"
Bind,TeamA,TeamB,"['Raze', 'Skye', 'Cypher', 'Brimstone', 'Fade']","['Jett', 'Cypher', 'Raze', 'Astra', 'Fade']"
Breeze,TeamA,TeamB,"['Sova', 'Jett', 'Reyna', 'Viper', 'Cypher']","['Jett', 'Cypher', 'Reyna', 'Viper', 'Sova']"
Fracture,TeamB,TeamB,"['Breach', 'Cypher', 'Brimstone', 'Jett', 'Raze']","['Raze', 'Reyna', 'Kayo', 'Fade', 'Brimstone']"
Pearl,TeamB,TeamB,"['Reyna', 'Jett', 'Raze', 'Astra', 'Cypher']","['Reyna', 'Cypher', 'Jett', 'Fade', 'Astra']"
Bind,TeamB,TeamB,"['Raze', 'Cypher', 'Brimstone', 'Skye', 'Sova']","['Raze', 'Astra', 'Skye', 'Cypher', 'Fade']"
Pearl,TeamB,TeamB,"['Fade', 'Reyna', 'Astra', 'Killjoy', 'Jett']","['Jett', 'Astra', 'Reyna', 'Kayo', 'Killjoy']"
Ascent,TeamA,TeamB,"['Reyna', 'Killjoy', 'Sova', 'Phoenix', 'Omen']","['Sova', 'Kayo', 'Yoru', 'Astra', 'Killjoy']"
Fracture,TeamB,TeamB,"['Raze', 'Killjoy', 'Brimstone', 'Breach', 'Jett']","['Raze', 'Breach', 'Phoenix', 'Brimstone', 'Cypher']"
Icebox,TeamA,TeamB,"['Raze', 'Viper', 'Sova', 'Neon', 'Sage']","['Jett', 'Raze', 'Sova', 'Viper', 'Sage']"
Ascent,TeamA,TeamB,"['Reyna', 'Kayo', 'Omen', 'Raze', 'Sova']","['Omen', 'Sova', 'Jett', 'Sage', 'Killjoy']"
Breeze,TeamA,TeamB,"['Jett', 'Kayo', 'Sova', 'Viper', 'Cypher']","['Kayo', 'Sova', 'Jett', 'Cypher', 'Viper']"
Ascent,TeamB,TeamB,"['Omen', 'Sova', 'Cypher', 'Reyna', 'Jett']","['Sova', 'Jett', 'Kayo', 'Killjoy', 'Omen']"
Ascent,TeamA,TeamB,"['Omen', 'Sova', 'Cypher', 'Jett', 'Reyna']","['Fade', 'Omen', 'Chamber', 'Jett', 'Sova']"
Fracture,TeamA,TeamB,"['Raze', 'Brimstone', 'Cypher', 'Jett', 'Killjoy']","['Breach', 'Killjoy', 'Sage', 'Brimstone', 'Raze']"
Icebox,TeamA,TeamB,"['Jett', 'Viper', 'Killjoy', 'Reyna', 'Sova']","['Viper', 'Sova', 'Sage', 'Killjoy', 'Jett']"
Pearl,TeamB,TeamB,"['Reyna', 'Sage', 'Cypher', 'Omen', 'Phoenix']","['Neon', 'Fade', 'Cypher', 'Raze', 'Astra']"
Ascent,TeamB,TeamB,"['Omen', 'Killjoy', 'Reyna', 'Sova', 'Raze']","['Omen', 'Jett', 'Reyna', 'Fade', 'Killjoy']"
Bind,TeamA,TeamB,"['Reyna', 'Raze', 'Skye', 'Brimstone', 'Cypher']","['Reyna', 'Chamber', 'Astra', 'Sova', 'Raze']"
Haven,TeamB,TeamB,"['Jett', 'Skye', 'Omen', 'Raze', 'Reyna']","['Phoenix', 'Reyna', 'Omen', 'Cypher', 'Kayo']"
Fracture,TeamA,TeamB,"['Raze', 'Brimstone', 'Reyna', 'Jett', 'Cypher']","['Jett', 'Cypher', 'Phoenix', 'Brimstone', 'Breach']"
Pearl,TeamB,TeamB,"['Reyna', 'Jett', 'Astra', 'Killjoy', 'Fade']","['Sage', 'Jett', 'Cypher', 'Astra', 'Fade']"
Icebox,TeamB,TeamB,"['Raze', 'Reyna', 'Omen', 'Yoru', 'Jett']","['Raze', 'Jett', 'Killjoy', 'Viper', 'Sova']"
Breeze,TeamB,TeamB,"['Jett', 'Kayo', 'Cypher', 'Harbor', 'Sova']","['Sova', 'Cypher', 'Viper', 'Reyna', 'Jett']"
Icebox,TeamA,TeamB,"['Jett', 'Reyna', 'Raze', 'Killjoy', 'Viper']","['Yoru', 'Jett', 'Viper', 'Reyna', 'Raze']"
Pearl,TeamB,TeamB,"['Astra', 'Killjoy', 'Raze', 'Skye', 'Reyna']","['Raze', 'Fade', 'Kayo', 'Astra', 'Chamber']"
Ascent,TeamB,TeamB,"['Jett', 'Kayo', 'Omen', 'Fade', 'Cypher']","['Astra', 'Yoru', 'Cypher', 'Sova', 'Reyna']"
Fracture,TeamA,TeamB,"['Brimstone', 'Raze', 'Jett', 'Reyna', 'Chamber']","['Jett', 'Raze', 'Cypher', 'Breach', 'Brimstone']"
Fracture,TeamB,TeamB,"['Yoru', 'Brimstone', 'Kayo', 'Reyna', 'Jett']","['Jett', 'Neon', 'Killjoy', 'Raze', 'Cypher']"
Ascent,TeamB,TeamB,"['Phoenix', 'Jett', 'Astra', 'Killjoy', 'Sova']","['Reyna', 'Killjoy', 'Fade', 'Jett', 'Omen']"
Fracture,TeamB,TeamB,"['Kayo', 'Raze', 'Killjoy', 'Astra', 'Breach']","['Jett', 'Breach', 'Cypher', 'Raze', 'Brimstone']"
Bind,TeamB,TeamB,"['Omen', 'Kayo', 'Raze', 'Fade', 'Cypher']","['Raze', 'Killjoy', 'Skye', 'Brimstone', 'Sova']"
Icebox,TeamA,TeamB,"['Jett', 'Reyna', 'Killjoy', 'Sova', 'Viper']","['Jett', 'Sova', 'Viper', 'Yoru', 'Reyna']"
Breeze,TeamA,TeamB,"['Reyna', 'Viper', 'Jett', 'Sova', 'Cypher']","['Jett', 'Reyna', 'Cypher', 'Sova', 'Viper']"
Fracture,TeamB,TeamB,"['Breach', 'Killjoy', 'Neon', 'Brimstone', 'Reyna']","['Cypher', 'Brimstone', 'Jett', 'Breach', 'Reyna']"
Pearl,TeamB,TeamB,"['Killjoy', 'Reyna', 'Fade', 'Kayo', 'Astra']","['Phoenix', 'Jett', 'Chamber', 'Fade', 'Astra']"
Fracture,TeamB,TeamB,"['Raze', 'Cypher', 'Brimstone', 'Breach', 'Jett']","['Cypher', 'Brimstone', 'Jett', 'Breach', 'Skye']"
Haven,TeamB,TeamB,"['Omen', 'Jett', 'Reyna', 'Breach', 'Fade']","['Reyna', 'Sova', 'Jett', 'Cypher', 'Omen']"
Ascent,TeamB,TeamB,"['Reyna', 'Sova', 'Cypher', 'Jett', 'Omen']","['Omen', 'Jett', 'Sova', 'Cypher', 'Reyna']"
Ascent,TeamA,TeamB,"['Killjoy', 'Jett', 'Omen', 'Sova', 'Skye']","['Jett', 'Killjoy', 'Sova', 'Sage', 'Omen']"
Breeze,TeamA,TeamB,"['Yoru', 'Cypher', 'Sova', 'Neon', 'Viper']","['Jett', 'Viper', 'Sova', 'Reyna', 'Cypher']"
Pearl,TeamB,TeamB,"['Astra', 'Sova', 'Cypher', 'Killjoy', 'Jett']","['Killjoy', 'Phoenix', 'Jett', 'Brimstone', 'Fade']"
Bind,TeamB,TeamB,"['Raze', 'Brimstone', 'Cypher', 'Skye', 'Jett']","['Brimstone', 'Killjoy', 'Fade', 'Reyna', 'Raze']"
Icebox,TeamA,TeamB,"['Jett', 'Reyna', 'Skye', 'Viper', 'Sova']","['Viper', 'Reyna', 'Jett', 'Sova', 'Raze']"
Haven,TeamB,TeamB,"['Raze', 'Sova', 'Reyna', 'Cypher', 'Omen']","['Jett', 'Astra', 'Skye', 'Fade', 'Killjoy']"
Breeze,TeamA,TeamB,"['Kayo', 'Jett', 'Cypher', 'Viper', 'Sova']","['Sova', 'Reyna', 'Jett', 'Viper', 'Cypher']"
Fracture,TeamB,TeamB,"['Raze', 'Brimstone', 'Kayo', 'Chamber', 'Breach']","['Raze', 'Fade', 'Chamber', 'Breach', 'Brimstone']"
Bind,TeamB,TeamB,"['Raze', 'Fade', 'Chamber', 'Omen', 'Jett']","['Sova', 'Jett', 'Chamber', 'Raze', 'Astra']"
Icebox,TeamA,TeamB,"['Jett', 'Sova', 'Reyna', 'Sage', 'Viper']","['Viper', 'Chamber', 'Sova', 'Sage', 'Jett']"
Haven,TeamA,TeamB,"['Killjoy', 'Raze', 'Sova', 'Fade', 'Omen']","['Omen', 'Sova', 'Jett', 'Killjoy', 'Phoenix']"
Bind,TeamB,TeamB,"['Cypher', 'Astra', 'Raze', 'Sova', 'Jett']","['Jett', 'Raze', 'Cypher', 'Brimstone', 'Sova']"
Fracture,TeamB,TeamB,"['Fade', 'Omen', 'Chamber', 'Raze', 'Breach']","['Reyna', 'Raze', 'Chamber', 'Brimstone', 'Neon']"
Breeze,TeamA,TeamB,"['Viper', 'Reyna', 'Cypher', 'Sova', 'Jett']","['Viper', 'Kayo', 'Jett', 'Cypher', 'Sova']"
Haven,TeamA,TeamB,"['Reyna', 'Jett', 'Omen', 'Sova', 'Cypher']","['Omen', 'Reyna', 'Killjoy', 'Sova', 'Kayo']"
Icebox,TeamB,TeamB,"['Viper', 'Kayo', 'Reyna', 'Jett', 'Sova']","['Sova', 'Viper', 'Jett', 'Killjoy', 'Sage']"
Pearl,TeamA,TeamB,"['Reyna', 'Raze', 'Cypher', 'Astra', 'Fade']","['Killjoy', 'Reyna', 'Sage', 'Fade', 'Astra']"
Breeze,TeamB,TeamB,"['Sova', 'Cypher', 'Reyna', 'Kayo', 'Viper']","['Reyna', 'Neon', 'Viper', 'Sova', 'Cypher']"
Pearl,TeamB,TeamB,"['Chamber', 'Neon', 'Yoru', 'Astra', 'Fade']","['Cypher', 'Fade', 'Astra', 'Sova', 'Jett']"
Bind,TeamB,TeamB,"['Raze', 'Skye', 'Astra', 'Fade', 'Cypher']","['Chamber', 'Raze', 'Skye', 'Astra', 'Sova']"
Ascent,TeamB,TeamB,"['Reyna', 'Jett', 'Killjoy', 'Omen', 'Sova']","['Reyna', 'Sova', 'Jett', 'Killjoy', 'Astra']"
Haven,TeamA,TeamB,"['Omen', 'Killjoy', 'Fade', 'Reyna', 'Jett']","['Raze', 'Omen', 'Fade', 'Cypher', 'Sova']"
Ascent,TeamB,TeamB,"['Brimstone', 'Phoenix', 'Sova', 'Fade', 'Sage']","['Omen', 'Raze', 'Cypher', 'Fade', 'Phoenix']"
Fracture,TeamB,TeamB,"['Raze', 'Brimstone', 'Killjoy', 'Neon', 'Breach']","['Yoru', 'Kayo', 'Brimstone', 'Raze', 'Neon']"
Breeze,TeamA,TeamB,"['Jett', 'Cypher', 'Sova', 'Viper', 'Neon']","['Jett', 'Cypher', 'Viper', 'Reyna', 'Sova']"
Fracture,TeamA,TeamB,"['Raze', 'Breach', 'Omen', 'Reyna', 'Sage']","['Cypher', 'Reyna', 'Breach', 'Jett', 'Harbor']"
Haven,TeamA,TeamB,"['Fade', 'Reyna', 'Astra', 'Jett', 'Breach']","['Omen', 'Phoenix', 'Jett', 'Breach', 'Sova']"
Icebox,TeamA,TeamB,"['Sova', 'Viper', 'Jett', 'Reyna', 'Fade']","['Jett', 'Raze', 'Reyna', 'Viper', 'Killjoy']"
Bind,TeamB,TeamB,"['Skye', 'Cypher', 'Raze', 'Fade', 'Brimstone']","['Skye', 'Jett', 'Raze', 'Brimstone', 'Cypher']"
Fracture,TeamB,TeamB,"['Raze', 'Jett', 'Cypher', 'Skye', 'Brimstone']","['Reyna', 'Cypher', 'Breach', 'Raze', 'Brimstone']"
Ascent,TeamA,TeamB,"['Sage', 'Jett', 'Sova', 'Brimstone', 'Reyna']","['Jett', 'Cypher', 'Yoru', 'Sova', 'Omen']"
Haven,TeamA,TeamB,"['Jett', 'Raze', 'Yoru', 'Omen', 'Sova']","['Phoenix', 'Reyna', 'Cypher', 'Jett', 'Omen']"
Icebox,TeamA,TeamB,"['Jett', 'Viper', 'Reyna', 'Sova', 'Raze']","['Fade', 'Reyna', 'Raze', 'Jett', 'Viper']"
Pearl,TeamB,TeamB,"['Jett', 'Fade', 'Killjoy', 'Raze', 'Astra']","['Reyna', 'Jett', 'Skye', 'Cypher', 'Astra']"
Ascent,TeamA,TeamB,"['Jett', 'Sova', 'Raze', 'Killjoy', 'Omen']","['Jett', 'Fade', 'Astra', 'Reyna', 'Kayo']"
Bind,TeamA,TeamB,"['Reyna', 'Brimstone', 'Cypher', 'Fade', 'Raze']","['Brimstone', 'Raze', 'Skye', 'Sova', 'Jett']"
Fracture,TeamB,TeamB,"['Jett', 'Raze', 'Cypher', 'Fade', 'Brimstone']","['Neon', 'Jett', 'Cypher', 'Breach', 'Brimstone']"
Bind,TeamB,TeamB,"['Brimstone', 'Cypher', 'Viper', 'Raze', 'Fade']","['Cypher', 'Brimstone', 'Jett', 'Raze', 'Fade']"
Icebox,TeamB,TeamB,"['Reyna', 'Sova', 'Viper', 'Cypher', 'Jett']","['Viper', 'Reyna', 'Jett', 'Sova', 'Cypher']"
Breeze,TeamB,TeamB,"['Reyna', 'Jett', 'Kayo', 'Sova', 'Viper']","['Reyna', 'Jett', 'Viper', 'Sova', 'Cypher']"
Fracture,TeamA,TeamB,"['Jett', 'Brimstone', 'Killjoy', 'Reyna', 'Breach']","['Raze', 'Brimstone', 'Fade', 'Yoru', 'Cypher']"
Ascent,TeamA,TeamB,"['Jett', 'Omen', 'Sova', 'Reyna', 'Phoenix']","['Cypher', 'Omen', 'Sova', 'Phoenix', 'Jett']"
Pearl,TeamA,TeamB,"['Jett', 'Reyna', 'Fade', 'Killjoy', 'Astra']","['Fade', 'Killjoy', 'Astra', 'Jett', 'Kayo']"
Icebox,TeamA,TeamB,"['Jett', 'Sage', 'Cypher', 'Viper', 'Sova']","['Raze', 'Reyna', 'Sova', 'Astra', 'Jett']"
Haven,TeamA,TeamB,"['Sova', 'Raze', 'Phoenix', 'Brimstone', 'Cypher']","['Phoenix', 'Jett', 'Reyna', 'Astra', 'Sova']"
Ascent,TeamB,TeamB,"['Jett', 'Sova', 'Killjoy', 'Omen', 'Phoenix']","['Sova', 'Jett', 'Killjoy', 'Kayo', 'Omen']"
Haven,TeamB,TeamB,"['Raze', 'Jett', 'Cypher', 'Omen', 'Fade']","['Raze', 'Breach', 'Omen', 'Sova', 'Cypher']"
Bind,TeamA,TeamB,"['Raze', 'Brimstone', 'Cypher', 'Breach', 'Skye']","['Jett', 'Sova', 'Brimstone', 'Raze', 'Cypher']"
Breeze,TeamB,TeamB,"['Sova', 'Reyna', 'Neon', 'Cypher', 'Viper']","['Reyna', 'Kayo', 'Jett', 'Viper', 'Sova']"
Fracture,TeamB,TeamB,"['Skye', 'Yoru', 'Brimstone', 'Breach', 'Cypher']","['Raze', 'Brimstone', 'Breach', 'Kayo', 'Killjoy']"
Icebox,TeamB,TeamB,"['Jett', 'Killjoy', 'Reyna', 'Viper', 'Sova']","['Jett', 'Viper', 'Raze', 'Sage', 'Sova']"
Haven,TeamA,TeamB,"['Jett', 'Sova', 'Astra', 'Phoenix', 'Killjoy']","['Cypher', 'Jett', 'Astra', 'Fade', 'Killjoy']"
Icebox,TeamA,TeamB,"['Jett', 'Viper', 'Reyna', 'Sova', 'Sage']","['Reyna', 'Viper', 'Sova', 'Jett', 'Killjoy']"
Bind,TeamB,TeamB,"['Raze', 'Astra', 'Cypher', 'Fade', 'Yoru']","['Raze', 'Chamber', 'Brimstone', 'Reyna', 'Skye']"
Ascent,TeamA,TeamB,"['Reyna', 'Killjoy', 'Sova', 'Jett', 'Omen']","['Jett', 'Phoenix', 'Killjoy', 'Astra', 'Sova']"
Bind,TeamB,TeamB,"['Sage', 'Jett', 'Raze', 'Brimstone', 'Sova']","['Raze', 'Sova', 'Brimstone', 'Fade', 'Cypher']"
Ascent,TeamA,TeamB,"['Astra', 'Killjoy', 'Sova', 'Kayo', 'Jett']","['Phoenix', 'Kayo', 'Sova', 'Astra', 'Chamber']"
Haven,TeamA,TeamB,"['Jett', 'Reyna', 'Cypher', 'Omen', 'Sova']","['Jett', 'Raze', 'Omen', 'Fade', 'Cypher']"
Haven,TeamB,TeamB,"['Kayo', 'Phoenix', 'Omen', 'Cypher', 'Reyna']","['Sova', 'Omen', 'Jett', 'Phoenix', 'Killjoy']"
Fracture,TeamA,TeamB,"['Killjoy', 'Raze', 'Jett', 'Breach', 'Brimstone']","['Reyna', 'Brimstone', 'Raze', 'Skye', 'Cypher']"
Icebox,TeamB,TeamB,"['Viper', 'Sova', 'Reyna', 'Killjoy', 'Sage']","['Viper', 'Jett', 'Skye', 'Killjoy', 'Raze']"
Fracture,TeamB,TeamB,"['Breach', 'Brimstone', 'Killjoy', 'Chamber', 'Raze']","['Raze', 'Reyna', 'Brimstone', 'Breach', 'Cypher']"
Pearl,TeamA,TeamB,"['Jett', 'Reyna', 'Cypher', 'Sova', 'Astra']","['Reyna', 'Jett', 'Sova', 'Astra', 'Cypher']"
Haven,TeamB,TeamB,"['Jett', 'Reyna', 'Omen', 'Chamber', 'Sova']","['Sova', 'Omen', 'Jett', 'Raze', 'Cypher']"
Ascent,TeamB,TeamB,"['Jett', 'Omen', 'Sova', 'Cypher', 'Kayo']","['Jett', 'Fade', 'Sova', 'Omen', 'Phoenix']"
Fracture,TeamB,TeamB,"['Cypher', 'Jett', 'Brimstone', 'Reyna', 'Breach']","['Omen', 'Raze', 'Fade', 'Breach', 'Reyna']"
Bind,TeamA,TeamB,"['Phoenix', 'Cypher', 'Sova', 'Brimstone', 'Raze']","['Fade', 'Raze', 'Killjoy', 'Viper', 'Brimstone']"
Pearl,TeamB,TeamB,"['Neon', 'Yoru', 'Cypher', 'Astra', 'Kayo']","['Reyna', 'Astra', 'Cypher', 'Yoru', 'Fade']"
Breeze,TeamB,TeamB,"['Jett', 'Kayo', 'Viper', 'Cypher', 'Sova']","['Sova', 'Cypher', 'Viper', 'Kayo', 'Jett']"
Ascent,TeamA,TeamB,"['Sova', 'Jett', 'Raze', 'Omen', 'Chamber']","['Sova', 'Chamber', 'Omen', 'Kayo', 'Raze']"
Fracture,TeamA,TeamB,"['Breach', 'Jett', 'Brimstone', 'Raze', 'Chamber']","['Yoru', 'Brimstone', 'Breach', 'Raze', 'Chamber']"
Icebox,TeamB,TeamB,"['Reyna', 'Sage', 'Sova', 'Chamber', 'Viper']","['Chamber', 'Reyna', 'Viper', 'Killjoy', 'Sage']"
Bind,TeamB,TeamB,"['Sova', 'Raze', 'Cypher', 'Brimstone', 'Sage']","['Raze', 'Chamber', 'Brimstone', 'Viper', 'Fade']"
