,Username,Agent,Map,WinPct,Matches
153,Toast,Reyna,Pearl,0.0,1
85,Toast,Brimstone,Haven,1.0,1
107,Toast,Fade,Icebox,1.0,1
96,Toast,Sova,Haven,1.0,1
52,Toast,Raze,Breeze,0.0,1
147,Toast,Fade,Pearl,0.0,1
106,Toast,Cypher,Icebox,1.0,1
144,Toast,Breach,Pearl,0.0,0
158,Toast,Yoru,Pearl,0.0,0
157,Toast,Viper,Pearl,0.0,0
156,Toast,Sova,Pearl,0.0,0
155,Toast,Skye,Pearl,0.0,0
154,Toast,Sage,Pearl,0.0,0
148,Toast,Killjoy,Pearl,0.0,0
141,Toast,Kayo,Pearl,0.0,0
152,Toast,Raze,Pearl,0.0,0
146,Toast,Cypher,Pearl,0.0,0
151,Toast,Phoenix,Pearl,0.0,0
145,Toast,Brimstone,Pearl,0.0,0
149,Toast,Neon,Pearl,0.0,0
143,Toast,Astra,Pearl,0.0,0
150,Toast,Omen,Pearl,0.0,0
59,Toast,Harbor,Breeze,0.0,0
140,Toast,Jett,Pearl,0.0,0
18,Toast,Harbor,Ascent,0.0,0
61,Toast,Kayo,Fracture,0.0,0
63,Toast,Astra,Fracture,0.0,0
65,Toast,Brimstone,Fracture,0.0,0
66,Toast,Cypher,Fracture,0.0,0
68,Toast,Killjoy,Fracture,0.0,0
76,Toast,Sova,Fracture,0.0,0
79,Toast,Harbor,Fracture,0.0,0
99,Toast,Harbor,Haven,0.0,0
139,Toast,Harbor,Split,0.0,0
45,Toast,Brimstone,Breeze,0.0,0
104,Toast,Breach,Icebox,0.0,0
105,Toast,Brimstone,Icebox,0.0,0
119,Toast,Harbor,Icebox,0.0,0
39,Toast,Harbor,Bind,0.0,0
11,Toast,Phoenix,Ascent,0.0,0
125,Toast,Brimstone,Split,0.0,0
159,Toast,Harbor,Pearl,0.0,0
