,Username,Agent,Map,WinPct,Matches
158,100T Hiko,Yoru,Pearl,0.0,0
157,100T Hiko,Viper,Pearl,0.0,0
128,100T Hiko,Killjoy,Split,0.0,0
129,100T Hiko,Neon,Split,0.0,0
130,100T Hiko,Omen,Split,0.0,0
131,100T Hiko,Phoenix,Split,0.0,0
37,100T Hiko,Viper,Bind,0.0,0
154,100T Hiko,Sage,Pearl,0.0,0
135,100T Hiko,Skye,Split,0.0,0
44,100T Hiko,Breach,Breeze,0.0,0
136,100T Hiko,Sova,Split,0.0,0
4,100T Hiko,Breach,Ascent,0.0,0
138,100T Hiko,Yoru,Split,0.0,0
139,100T Hiko,Harbor,Split,0.0,0
140,100T Hiko,Jett,Pearl,0.0,0
145,100T Hiko,Brimstone,Pearl,0.0,0
39,100T Hiko,Harbor,Bind,0.0,0
151,100T Hiko,Phoenix,Pearl,0.0,0
144,100T Hiko,Breach,Pearl,0.0,0
137,100T Hiko,Viper,Split,0.0,0
55,100T Hiko,Skye,Breeze,0.0,0
123,100T Hiko,Astra,Split,0.0,0
71,100T Hiko,Phoenix,Fracture,0.0,0
18,100T Hiko,Harbor,Ascent,0.0,0
81,100T Hiko,Kayo,Haven,0.0,0
19,100T Hiko,Yoru,Ascent,0.0,0
17,100T Hiko,Viper,Ascent,0.0,0
91,100T Hiko,Phoenix,Haven,0.0,0
15,100T Hiko,Skye,Ascent,0.0,0
79,100T Hiko,Harbor,Fracture,0.0,0
78,100T Hiko,Yoru,Fracture,0.0,0
76,100T Hiko,Sova,Fracture,0.0,0
97,100T Hiko,Viper,Haven,0.0,0
98,100T Hiko,Yoru,Haven,0.0,0
99,100T Hiko,Harbor,Haven,0.0,0
11,100T Hiko,Phoenix,Ascent,0.0,0
75,100T Hiko,Skye,Fracture,0.0,0
103,100T Hiko,Astra,Icebox,0.0,0
83,100T Hiko,Astra,Haven,0.0,0
104,100T Hiko,Breach,Icebox,0.0,0
106,100T Hiko,Cypher,Icebox,0.0,0
109,100T Hiko,Neon,Icebox,0.0,0
68,100T Hiko,Killjoy,Fracture,0.0,0
111,100T Hiko,Phoenix,Icebox,0.0,0
21,100T Hiko,Kayo,Bind,0.0,0
9,100T Hiko,Neon,Ascent,0.0,0
23,100T Hiko,Astra,Bind,0.0,0
115,100T Hiko,Skye,Icebox,0.0,0
63,100T Hiko,Astra,Fracture,0.0,0
118,100T Hiko,Yoru,Icebox,0.0,0
119,100T Hiko,Harbor,Icebox,0.0,0
24,100T Hiko,Breach,Bind,0.0,0
59,100T Hiko,Harbor,Breeze,0.0,0
159,100T Hiko,Harbor,Pearl,0.0,0
