,Username,Agent,Map,WinPct,Matches
4,G2 ShahZaM,Breach,Ascent,0.0,0
31,G2 ShahZaM,Phoenix,Bind,0.0,0
50,G2 ShahZaM,Omen,Breeze,0.0,0
48,G2 ShahZaM,Killjoy,Breeze,0.0,0
47,G2 ShahZaM,Fade,Breeze,0.0,0
45,G2 ShahZaM,Brimstone,Breeze,0.0,0
44,G2 ShahZaM,Breach,Breeze,0.0,0
43,G2 ShahZaM,Astra,Breeze,0.0,0
7,G2 ShahZaM,Fade,Ascent,0.0,0
39,G2 ShahZaM,Harbor,Bind,0.0,0
37,G2 ShahZaM,Viper,Bind,0.0,0
36,G2 ShahZaM,Sova,Bind,0.0,0
34,G2 ShahZaM,Sage,Bind,0.0,0
33,G2 ShahZaM,Reyna,Bind,0.0,0
8,G2 ShahZaM,Killjoy,Ascent,0.0,0
30,G2 ShahZaM,Omen,Bind,0.0,0
95,G2 ShahZaM,Skye,Haven,0.0,0
29,G2 ShahZaM,Neon,Bind,0.0,0
28,G2 ShahZaM,Killjoy,Bind,0.0,0
26,G2 ShahZaM,Cypher,Bind,0.0,0
25,G2 ShahZaM,Brimstone,Bind,0.0,0
24,G2 ShahZaM,Breach,Bind,0.0,0
23,G2 ShahZaM,Astra,Bind,0.0,0
21,G2 ShahZaM,Kayo,Bind,0.0,0
19,G2 ShahZaM,Yoru,Ascent,0.0,0
18,G2 ShahZaM,Harbor,Ascent,0.0,0
17,G2 ShahZaM,Viper,Ascent,0.0,0
15,G2 ShahZaM,Skye,Ascent,0.0,0
14,G2 ShahZaM,Sage,Ascent,0.0,0
12,G2 ShahZaM,Raze,Ascent,0.0,0
51,G2 ShahZaM,Phoenix,Breeze,0.0,0
52,G2 ShahZaM,Raze,Breeze,0.0,0
54,G2 ShahZaM,Sage,Breeze,0.0,0
55,G2 ShahZaM,Skye,Breeze,0.0,0
94,G2 ShahZaM,Sage,Haven,0.0,0
90,G2 ShahZaM,Omen,Haven,0.0,0
89,G2 ShahZaM,Neon,Haven,0.0,0
88,G2 ShahZaM,Killjoy,Haven,0.0,0
86,G2 ShahZaM,Cypher,Haven,0.0,0
11,G2 ShahZaM,Phoenix,Ascent,0.0,0
84,G2 ShahZaM,Breach,Haven,0.0,0
83,G2 ShahZaM,Astra,Haven,0.0,0
81,G2 ShahZaM,Kayo,Haven,0.0,0
79,G2 ShahZaM,Harbor,Fracture,0.0,0
78,G2 ShahZaM,Yoru,Fracture,0.0,0
77,G2 ShahZaM,Viper,Fracture,0.0,0
76,G2 ShahZaM,Sova,Fracture,0.0,0
75,G2 ShahZaM,Skye,Fracture,0.0,0
74,G2 ShahZaM,Sage,Fracture,0.0,0
5,G2 ShahZaM,Brimstone,Ascent,0.0,0
71,G2 ShahZaM,Phoenix,Fracture,0.0,0
70,G2 ShahZaM,Omen,Fracture,0.0,0
68,G2 ShahZaM,Killjoy,Fracture,0.0,0
67,G2 ShahZaM,Fade,Fracture,0.0,0
66,G2 ShahZaM,Cypher,Fracture,0.0,0
63,G2 ShahZaM,Astra,Fracture,0.0,0
6,G2 ShahZaM,Cypher,Ascent,0.0,0
61,G2 ShahZaM,Kayo,Fracture,0.0,0
60,G2 ShahZaM,Jett,Fracture,0.0,0
59,G2 ShahZaM,Harbor,Breeze,0.0,0
58,G2 ShahZaM,Yoru,Breeze,0.0,0
159,G2 ShahZaM,Harbor,Pearl,0.0,0
