,Username,Agent,Map,WinPct,Matches
148,SEN TenZ,Killjoy,Pearl,0.0,0
147,SEN TenZ,Fade,Pearl,0.0,0
146,SEN TenZ,Cypher,Pearl,0.0,0
145,SEN TenZ,Brimstone,Pearl,0.0,0
144,SEN TenZ,Breach,Pearl,0.0,0
143,SEN TenZ,Astra,Pearl,0.0,0
4,SEN TenZ,Breach,Ascent,0.0,0
141,SEN TenZ,Kayo,Pearl,0.0,0
136,SEN TenZ,Sova,Split,0.0,0
134,SEN TenZ,Sage,Split,0.0,0
131,SEN TenZ,Phoenix,Split,0.0,0
139,SEN TenZ,Harbor,Split,0.0,0
99,SEN TenZ,Harbor,Haven,0.0,0
114,SEN TenZ,Sage,Icebox,0.0,0
108,SEN TenZ,Killjoy,Icebox,0.0,0
76,SEN TenZ,Sova,Fracture,0.0,0
74,SEN TenZ,Sage,Fracture,0.0,0
24,SEN TenZ,Breach,Bind,0.0,0
71,SEN TenZ,Phoenix,Fracture,0.0,0
70,SEN TenZ,Omen,Fracture,0.0,0
26,SEN TenZ,Cypher,Bind,0.0,0
68,SEN TenZ,Killjoy,Fracture,0.0,0
64,SEN TenZ,Breach,Fracture,0.0,0
63,SEN TenZ,Astra,Fracture,0.0,0
28,SEN TenZ,Killjoy,Bind,0.0,0
59,SEN TenZ,Harbor,Breeze,0.0,0
54,SEN TenZ,Sage,Breeze,0.0,0
50,SEN TenZ,Omen,Breeze,0.0,0
34,SEN TenZ,Sage,Bind,0.0,0
48,SEN TenZ,Killjoy,Breeze,0.0,0
46,SEN TenZ,Cypher,Breeze,0.0,0
44,SEN TenZ,Breach,Breeze,0.0,0
43,SEN TenZ,Astra,Breeze,0.0,0
36,SEN TenZ,Sova,Bind,0.0,0
77,SEN TenZ,Viper,Fracture,0.0,0
79,SEN TenZ,Harbor,Fracture,0.0,0
23,SEN TenZ,Astra,Bind,0.0,0
18,SEN TenZ,Harbor,Ascent,0.0,0
107,SEN TenZ,Fade,Icebox,0.0,0
106,SEN TenZ,Cypher,Icebox,0.0,0
105,SEN TenZ,Brimstone,Icebox,0.0,0
104,SEN TenZ,Breach,Icebox,0.0,0
103,SEN TenZ,Astra,Icebox,0.0,0
16,SEN TenZ,Sova,Ascent,0.0,0
17,SEN TenZ,Viper,Ascent,0.0,0
37,SEN TenZ,Viper,Bind,0.0,0
97,SEN TenZ,Viper,Haven,0.0,0
3,SEN TenZ,Astra,Ascent,0.0,0
96,SEN TenZ,Sova,Haven,0.0,0
94,SEN TenZ,Sage,Haven,0.0,0
92,SEN TenZ,Raze,Haven,0.0,0
90,SEN TenZ,Omen,Haven,0.0,0
88,SEN TenZ,Killjoy,Haven,0.0,0
86,SEN TenZ,Cypher,Haven,0.0,0
85,SEN TenZ,Brimstone,Haven,0.0,0
83,SEN TenZ,Astra,Haven,0.0,0
159,SEN TenZ,Harbor,Pearl,0.0,0
