,Username,Agent,Map,WinPct,Matches
40,SEN sinatraa,Jett,Breeze,0.0,0
39,SEN sinatraa,Harbor,Bind,0.0,0
38,SEN sinatraa,Yoru,Bind,0.0,0
37,SEN sinatraa,Viper,Bind,0.0,0
35,SEN sinatraa,Skye,Bind,0.0,0
30,SEN sinatraa,Omen,Bind,0.0,0
28,SEN sinatraa,Killjoy,Bind,0.0,0
26,SEN sinatraa,Cypher,Bind,0.0,0
25,SEN sinatraa,Brimstone,Bind,0.0,0
24,SEN sinatraa,Breach,Bind,0.0,0
23,SEN sinatraa,Astra,Bind,0.0,0
22,SEN sinatraa,Chamber,Bind,0.0,0
20,SEN sinatraa,Jett,Bind,0.0,0
19,SEN sinatraa,Yoru,Ascent,0.0,0
18,SEN sinatraa,Harbor,Ascent,0.0,0
17,SEN sinatraa,Viper,Ascent,0.0,0
15,SEN sinatraa,Skye,Ascent,0.0,0
14,SEN sinatraa,Sage,Ascent,0.0,0
11,SEN sinatraa,Phoenix,Ascent,0.0,0
10,SEN sinatraa,Omen,Ascent,0.0,0
8,SEN sinatraa,Killjoy,Ascent,0.0,0
6,SEN sinatraa,Cypher,Ascent,0.0,0
5,SEN sinatraa,Brimstone,Ascent,0.0,0
4,SEN sinatraa,Breach,Ascent,0.0,0
3,SEN sinatraa,Astra,Ascent,0.0,0
2,SEN sinatraa,Chamber,Ascent,0.0,0
43,SEN sinatraa,Astra,Breeze,0.0,0
45,SEN sinatraa,Brimstone,Breeze,0.0,0
93,SEN sinatraa,Reyna,Haven,0.0,0
48,SEN sinatraa,Killjoy,Breeze,0.0,0
90,SEN sinatraa,Omen,Haven,0.0,0
88,SEN sinatraa,Killjoy,Haven,0.0,0
86,SEN sinatraa,Cypher,Haven,0.0,0
85,SEN sinatraa,Brimstone,Haven,0.0,0
84,SEN sinatraa,Breach,Haven,0.0,0
83,SEN sinatraa,Astra,Haven,0.0,0
82,SEN sinatraa,Chamber,Haven,0.0,0
79,SEN sinatraa,Harbor,Fracture,0.0,0
78,SEN sinatraa,Yoru,Fracture,0.0,0
77,SEN sinatraa,Viper,Fracture,0.0,0
75,SEN sinatraa,Skye,Fracture,0.0,0
70,SEN sinatraa,Omen,Fracture,0.0,0
68,SEN sinatraa,Killjoy,Fracture,0.0,0
65,SEN sinatraa,Brimstone,Fracture,0.0,0
63,SEN sinatraa,Astra,Fracture,0.0,0
62,SEN sinatraa,Chamber,Fracture,0.0,0
61,SEN sinatraa,Kayo,Fracture,0.0,0
60,SEN sinatraa,Jett,Fracture,0.0,0
59,SEN sinatraa,Harbor,Breeze,0.0,0
58,SEN sinatraa,Yoru,Breeze,0.0,0
57,SEN sinatraa,Viper,Breeze,0.0,0
56,SEN sinatraa,Sova,Breeze,0.0,0
55,SEN sinatraa,Skye,Breeze,0.0,0
54,SEN sinatraa,Sage,Breeze,0.0,0
53,SEN sinatraa,Reyna,Breeze,0.0,0
51,SEN sinatraa,Phoenix,Breeze,0.0,0
50,SEN sinatraa,Omen,Breeze,0.0,0
159,SEN sinatraa,Harbor,Pearl,0.0,0
